product_id,title,category,description,price,avg_rating,review_count
SKU000195,Xbox Series S,Gaming,Next-gen console with 512GB SSD,290.33,4.3,33842
SKU000196,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,14.54,4,57506
SKU000197,Stanley Classic Vacuum Bottle,Kitchen,1.0 QT insulated thermos with leak-proof lid,36.58,4.7,2710
SKU000198,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,194.29,4.5,5311
SKU000199,Kindle Paperwhite,Books,"Waterproof, 8GB, 6.8\ display",161.56,4.5,49796
SKU000200,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,31.67,5,117947
SKU000201,OXO Good Grips 12-Inch Tongs,Kitchen,Stainless steel tongs with nylon heads,13.36,4.7,3832
SKU000202,OXO Good Grips 12-Inch Tongs,Kitchen,Stainless steel tongs with nylon heads,11.91,4.4,2988
SKU000203,GoPro HERO9 Black,Electronics,5K waterproof action camera with front display,419.54,4.3,6371
SKU000204,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,269.92,5,4203
SKU000205,Yeti Rambler 30 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler,35.73,5,3484
SKU000206,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",766.55,4.9,4142
SKU000207,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,165.64,5,4089
SKU000208,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,720.81,4.4,41736
SKU000209,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,31.53,3.8,71835
SKU000210,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,279.64,4.5,4364
SKU000211,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,171.65,4.6,4553
SKU000212,Nintendo Switch with Neon Joy-Con,Gaming,Console with Neon Blue and Neon Red Joy-Con controllers,311.5,4.9,81604
SKU000213,Kindle Paperwhite,Books,"Waterproof, 8GB, 6.8\ display",154.51,4.7,35387
SKU000214,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",377.93,5,70810
SKU000215,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,31.26,4.4,6667
SKU000216,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,189.48,5,3539
SKU000217,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,335.85,4.8,9227
SKU000218,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",891.89,5,3819
SKU000219,Apple Watch Series 6,Electronics,"GPS, 44mm Space Gray Aluminum Case with Black Sport Band",441.84,4.9,66940
SKU000220,GoPro HERO9 Black,Electronics,5K waterproof action camera with front display,481.42,4.8,3622
SKU000221,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,309.45,4.9,2991
SKU000222,Amazon Smart Plug,Electronics,Wi-Fi enabled plug that works with Alexa,25.33,4.6,4918
SKU000223,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,275.57,4.9,7551
SKU000224,Stanley Classic Vacuum Bottle,Kitchen,1.0 QT insulated thermos with leak-proof lid,34.07,5,2719
SKU000225,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,47.64,4.8,56049
SKU000226,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,237.19,5,2848
SKU000227,Apple AirPods Pro,Electronics,Active Noise Cancelling wireless earbuds,272.56,4.6,147528
SKU000228,Apple AirPods Pro,Electronics,Active Noise Cancelling wireless earbuds,243.68,5,146379
SKU000229,AmazonBasics Security Safe,Home,0.5 cubic foot electronic safe with keys,53.91,4.2,4566
SKU000230,Canon EOS Rebel T7,Electronics,DSLR camera with 18-55mm lens,461.79,5,3105
SKU000231,Stanley Classic Vacuum Bottle,Kitchen,1.0 QT insulated thermos with leak-proof lid,37.06,4.6,2924
SKU000232,Xbox Series S,Gaming,Next-gen console with 512GB SSD,300.15,4.3,44066
SKU000233,Weber Spirit II E-310 Grill,Outdoors,3-burner liquid propane gas grill,557.44,4.8,6394
SKU000234,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,29.95,4.6,8463
SKU000235,Stanley Classic Vacuum Bottle,Kitchen,1.0 QT insulated thermos with leak-proof lid,32.87,4.9,2779
SKU000236,AmazonBasics Memory Foam Mattress,Home,8-inch medium-firm memory foam mattress,198.44,4.3,3102
SKU000237,Weber Spirit II E-310 Grill,Outdoors,3-burner liquid propane gas grill,524.93,4.7,8083
SKU000238,Apple MacBook Air M1,Electronics,13.3-inch Retina display with 8-core CPU,903.96,4.3,8361
SKU000239,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,82.32,4.6,6454
SKU000240,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,14.02,3.9,5614
SKU000241,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,195.85,4.2,4258
SKU000242,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,54.53,4.9,45179
SKU000243,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,57.39,4.7,3231
SKU000244,Weber Spirit II E-310 Grill,Outdoors,3-burner liquid propane gas grill,534.74,4.9,7952
SKU000245,Philips Hue White Starter Kit,Electronics,Smart LED bulbs with bridge and dimmer switch,180.61,4.4,4803
SKU000246,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,37.99,4.3,29278
SKU000247,AmazonBasics Security Safe,Home,0.5 cubic foot electronic safe with keys,49.27,4.4,2884
SKU000248,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,185.86,4.3,2853
SKU000249,Xbox Series S,Gaming,Next-gen console with 512GB SSD,327.81,5,35853
SKU000250,Kindle Paperwhite,Books,"Waterproof, 8GB, 6.8\ display",160.54,5,22616
SKU000251,Anker PowerCore 10000,Electronics,Portable charger with PowerIQ technology,24.92,4.5,124069
SKU000252,OXO Good Grips 12-Inch Tongs,Kitchen,Stainless steel tongs with nylon heads,12.69,4.6,3080
SKU000253,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,321.06,4.8,2537
SKU000254,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,672.43,4.1,45005
SKU000255,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,280.12,4.6,3346
SKU000256,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,50.56,4.5,124687
SKU000257,Allbirds Women's Wool Runners,Clothing,Sustainable merino wool sneakers,103.29,4.5,3517
SKU000258,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,207.83,4.5,4463
SKU000259,Xbox Series S,Gaming,Next-gen console with 512GB SSD,304.19,5,59912
SKU000260,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,45.96,4.9,113621
SKU000261,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,173.9,4.4,4769
SKU000262,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,329.39,4.9,2534
SKU000263,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,27.83,5,128074
SKU000264,AmazonBasics Memory Foam Mattress,Home,8-inch medium-firm memory foam mattress,190.69,4.8,3843
SKU000265,Xbox Series S,Gaming,Next-gen console with 512GB SSD,322.63,4.7,48101
SKU000266,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,15.71,4.5,45650
SKU000267,Apple iPad Air (4th Gen),Electronics,10.9-inch Liquid Retina display with A14 Bionic chip,622.6,5,7970
SKU000268,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,176.87,4.7,2102
SKU000269,Apple AirPods Pro,Electronics,Active Noise Cancelling wireless earbuds,242,4.9,135668
SKU000270,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,669.18,4.9,33485
SKU000271,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,318.55,5,4057
SKU000272,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,191.15,4.5,5762
SKU000273,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,16.09,5,51085
SKU000274,Philips Hue White Starter Kit,Electronics,Smart LED bulbs with bridge and dimmer switch,216.52,4.8,4358
SKU000275,PlayStation 5 Digital Edition,Gaming,"Ultra-high speed SSD, 4K UHD Blu-ray drive",400.9,5,49684
SKU000276,Apple AirPods Pro,Electronics,Active Noise Cancelling wireless earbuds,249.08,4.4,89434
SKU000277,Patagonia Men's Better Sweater,Clothing,Full-zip fleece jacket made from recycled polyester,147.29,5,2409
SKU000278,Amazon Smart Plug,Electronics,Wi-Fi enabled plug that works with Alexa,25.74,4.6,6448
SKU000279,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,83.22,4.5,4183
SKU000280,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,264.78,4.8,7949
SKU000281,OXO Good Grips 12-Inch Tongs,Kitchen,Stainless steel tongs with nylon heads,14,4.5,3399
SKU000282,Patagonia Men's Better Sweater,Clothing,Full-zip fleece jacket made from recycled polyester,134.5,4.8,3661
SKU000283,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,34.12,4.5,58692
SKU000284,Allbirds Women's Wool Runners,Clothing,Sustainable merino wool sneakers,87.29,4.6,2761
SKU000285,Apple AirPods Pro,Electronics,Active Noise Cancelling wireless earbuds,252.9,4.6,121548
SKU000286,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,31.74,4.9,61178
SKU000287,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,14.89,5,8667
SKU000288,Apple MacBook Air M1,Electronics,13.3-inch Retina display with 8-core CPU,1007.52,5,7904
SKU000289,Apple iPad Air (4th Gen),Electronics,10.9-inch Liquid Retina display with A14 Bionic chip,573.43,4.8,11433
SKU000290,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,354.32,4.8,10564
SKU000291,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,48.01,4.7,3610
SKU000292,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,181.48,4.3,3438
SKU000293,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,53.22,4.6,95975
SKU000294,Apple iPad Air (4th Gen),Electronics,10.9-inch Liquid Retina display with A14 Bionic chip,582.25,4.3,5367
SKU000295,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,277.61,4.8,2877
SKU000296,Apple iPad Air (4th Gen),Electronics,10.9-inch Liquid Retina display with A14 Bionic chip,601.66,5,4129
SKU000297,UGG Women's Classic Short Boot,Clothing,Geniune sheepskin boots with suede heel guard,158.05,4.6,5299
SKU000298,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,33,4.8,56658
SKU000299,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,356.55,4.4,5570
SKU000300,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,137.51,4.2,6326
SKU000301,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,227.57,5,7640
SKU000302,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,181.12,5,5280
SKU000303,Adidas Unisex-Child Gamecourt Shoes,Clothing,Casual sneakers with cloudfoam cushioning,40.33,5,3321
SKU000304,23andMe Health + Ancestry Kit,Health,DNA testing kit with personalized health insights,204.47,4.4,59203
SKU000305,Apple iPad Air (4th Gen),Electronics,10.9-inch Liquid Retina display with A14 Bionic chip,626.09,5,4827
SKU000306,Allbirds Women's Wool Runners,Clothing,Sustainable merino wool sneakers,104.04,4.8,5576
SKU000307,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,150.44,4.5,2699
SKU000308,Patagonia Men's Better Sweater,Clothing,Full-zip fleece jacket made from recycled polyester,134.08,5,5592
SKU000309,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,317.66,4.9,4213
SKU000310,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,33.39,3.8,74804
SKU000311,GoPro HERO9 Black,Electronics,5K waterproof action camera with front display,444.5,5,7844
SKU000312,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,318.66,5,4965
SKU000313,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,153.85,4.4,3094
SKU000314,AmazonBasics Memory Foam Mattress,Home,8-inch medium-firm memory foam mattress,207.57,4.6,6399
SKU000315,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,73.64,4.8,4249
SKU000316,UGG Women's Classic Short Boot,Clothing,Geniune sheepskin boots with suede heel guard,155.83,4.8,7406
SKU000317,Philips Hue White Starter Kit,Electronics,Smart LED bulbs with bridge and dimmer switch,196.35,4.5,5913
SKU000318,Nintendo Switch with Neon Joy-Con,Gaming,Console with Neon Blue and Neon Red Joy-Con controllers,280.39,4.6,76726
SKU000319,Apple AirPods Pro,Electronics,Active Noise Cancelling wireless earbuds,231.89,4.6,101171
SKU000320,GoPro HERO9 Black,Electronics,5K waterproof action camera with front display,427.51,5,3819
SKU000321,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,351.43,5,9657
SKU000322,KitchenAid Artisan Stand Mixer,Kitchen,5-quart tilt-head mixer with 10 speeds,448.44,4.8,4815
SKU000323,Canon EOS Rebel T7,Electronics,DSLR camera with 18-55mm lens,464.41,4.8,5493
SKU000324,AmazonBasics Memory Foam Mattress,Home,8-inch medium-firm memory foam mattress,181.63,3.6,4287
SKU000325,Apple Watch Series 6,Electronics,"GPS, 44mm Space Gray Aluminum Case with Black Sport Band",468.03,5,82458
SKU000326,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,55.51,4,4388
SKU000327,GoPro HERO9 Black,Electronics,5K waterproof action camera with front display,454.88,4.6,8043
SKU000328,Bose QuietComfort 35 II,Electronics,Wireless noise cancelling headphones,305.68,4.5,6946
SKU000329,Yeti Rambler 30 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler,34.43,4.4,5736
SKU000330,KitchenAid Artisan Stand Mixer,Kitchen,5-quart tilt-head mixer with 10 speeds,408.3,5,6868
SKU000331,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,77.69,4.6,5831
SKU000332,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,72.56,4.8,6291
SKU000333,Fire TV Stick 4K,Electronics,4K Ultra HD streaming device with Alexa Voice Remote (includes TV controls),45.13,4.6,69151
SKU000334,Anker PowerCore 10000,Electronics,Portable charger with PowerIQ technology,23.99,4.7,60173
SKU000335,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,31.81,4.3,73548
SKU000336,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,181.62,4.2,3019
SKU000337,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,32.12,5,118067
SKU000338,Yeti Rambler 30 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler,36.42,4.7,6019
SKU000339,Fire TV Stick 4K,Electronics,4K Ultra HD streaming device with Alexa Voice Remote (includes TV controls),49.73,4.1,55526
SKU000340,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,48.73,4.4,4446
SKU000341,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,34.93,4.8,51513
SKU000342,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",845.48,5,3247
SKU000343,UGG Women's Classic Short Boot,Clothing,Geniune sheepskin boots with suede heel guard,140.15,4.6,6119
SKU000344,Stanley Classic Vacuum Bottle,Kitchen,1.0 QT insulated thermos with leak-proof lid,34.54,4.5,4585
SKU000345,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,293.86,4.6,2819
SKU000346,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,15.34,5,8562
SKU000347,Apple iPad Air (4th Gen),Electronics,10.9-inch Liquid Retina display with A14 Bionic chip,615.18,4.9,9090
SKU000348,KitchenAid Artisan Stand Mixer,Kitchen,5-quart tilt-head mixer with 10 speeds,390.89,5,6641
SKU000349,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,292.47,5,3833
SKU000350,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,184.52,4.8,2741
SKU000351,Sony WH-1000XM4 Headphones,Electronics,Wireless noise cancelling over-ear headphones,348.22,4.7,6118
SKU000352,Weber Spirit II E-310 Grill,Outdoors,3-burner liquid propane gas grill,588.14,4.7,4664
SKU000353,Patagonia Men's Better Sweater,Clothing,Full-zip fleece jacket made from recycled polyester,143.41,4.7,5636
SKU000354,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,233.14,4.9,4221
SKU000355,Adidas Unisex-Child Gamecourt Shoes,Clothing,Casual sneakers with cloudfoam cushioning,36.56,4.8,2284
SKU000356,Bose QuietComfort 35 II,Electronics,Wireless noise cancelling headphones,307.52,4.8,11155
SKU000357,Nintendo Switch with Neon Joy-Con,Gaming,Console with Neon Blue and Neon Red Joy-Con controllers,271.58,5,44603
SKU000358,Apple Watch Series 6,Electronics,"GPS, 44mm Space Gray Aluminum Case with Black Sport Band",436.36,4.8,114647
SKU000359,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,326.36,4.7,6392
SKU000360,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,53.79,3.9,4269
SKU000361,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,293.28,5,2554
SKU000362,Allbirds Women's Wool Runners,Clothing,Sustainable merino wool sneakers,97.72,4.9,2222
SKU000363,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,14.86,5,67242
SKU000364,Bose QuietComfort 35 II,Electronics,Wireless noise cancelling headphones,301.73,3.9,10211
SKU000365,OXO Good Grips 12-Inch Tongs,Kitchen,Stainless steel tongs with nylon heads,14.14,5,3986
SKU000366,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,195.43,4.6,2066
SKU000367,Blue Yeti USB Microphone,Electronics,Professional condenser mic with multiple patterns,141.98,5,10986
SKU000368,Kindle Paperwhite,Books,"Waterproof, 8GB, 6.8\ display",162.11,4.5,54836
SKU000369,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,28.17,5,8867
SKU000370,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,48.43,4.2,4069
SKU000371,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,63.49,4.5,5815
SKU000372,Apple MacBook Air M1,Electronics,13.3-inch Retina display with 8-core CPU,902.74,5,9760
SKU000373,Kindle Paperwhite,Books,"Waterproof, 8GB, 6.8\ display",137.79,4.7,25436
SKU000374,UGG Women's Classic Short Boot,Clothing,Geniune sheepskin boots with suede heel guard,155.44,4.8,5364
SKU000375,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,13.7,4.9,5063
SKU000376,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,28.9,4.9,79549
SKU000377,Blue Yeti USB Microphone,Electronics,Professional condenser mic with multiple patterns,138.96,4.7,7950
SKU000378,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,13.56,4.7,4961
SKU000379,Apple Watch Series 6,Electronics,"GPS, 44mm Space Gray Aluminum Case with Black Sport Band",455.98,5,64971
SKU000380,Instant Pot DUO80 8 Qt 7-in-1,Kitchen,"7-in-1 pressure cooker, slow cooker, rice cooker, steamer, saut̩, yogurt maker and warmer",95.59,4.7,15537
SKU000381,Blue Yeti USB Microphone,Electronics,Professional condenser mic with multiple patterns,120.06,4.8,11466
SKU000382,Amazon Smart Plug,Electronics,Wi-Fi enabled plug that works with Alexa,25.97,4.8,11080
SKU000383,Columbia Men's Newton Ridge Boots,Clothing,Waterproof hiking boots with advanced traction,82.05,5,3108
SKU000384,Apple MacBook Air M1,Electronics,13.3-inch Retina display with 8-core CPU,1074.42,5,12754
SKU000385,Anker PowerCore 10000,Electronics,Portable charger with PowerIQ technology,27.21,4.8,100994
SKU000386,AmazonBasics Security Safe,Home,0.5 cubic foot electronic safe with keys,53.02,4.1,4343
SKU000387,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,191.27,5,1854
SKU000388,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,28.06,4.5,87708
SKU000389,North Face Men's Resolve Jacket,Clothing,Waterproof rain jacket with secure-zip pockets,72.46,4.8,5593
SKU000390,Weber Spirit II E-310 Grill,Outdoors,3-burner liquid propane gas grill,582.69,4.6,6556
SKU000391,Yeti Rambler 20 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler with MagSlider lid,32.93,4.8,48229
SKU000392,Nintendo Switch with Neon Joy-Con,Gaming,Console with Neon Blue and Neon Red Joy-Con controllers,294.75,4.9,50217
SKU000393,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,194.87,4.7,2902
SKU000394,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,736.58,4.8,25564
SKU000395,Fitbit Charge 4,Electronics,Fitness tracker with built-in GPS,145.18,5,3164
SKU000396,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,271.53,5,4233
SKU000397,AmazonBasics Security Safe,Home,0.5 cubic foot electronic safe with keys,53.57,4.3,7080
SKU000398,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,14.78,5,77637
SKU000399,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,55.65,4.9,2909
SKU000400,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,733.52,4.3,45199
SKU000401,Canon EOS Rebel T7,Electronics,DSLR camera with 18-55mm lens,414.27,4.8,4462
SKU000402,Amazon Smart Plug,Electronics,Wi-Fi enabled plug that works with Alexa,27,4.7,7473
SKU000403,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,300.31,4.6,2334
SKU000404,LEGO Star Wars Millennium Falcon,Toys,"7,541-piece Ultimate Collector Series model",905.49,5,3665
SKU000405,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,289.19,4.7,4754
SKU000406,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,215.81,4.6,3547
SKU000407,Kindle Paperwhite,Books,"Waterproof, 8GB, 6.8\ display",146.63,4.7,37070
SKU000408,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,13.52,4.6,10060
SKU000409,Weber Spirit II E-310 Grill,Outdoors,3-burner liquid propane gas grill,593.51,4.5,3383
SKU000410,All-new Blink Mini,Electronics,Compact indoor plug-in smart security camera,32.13,3.9,75433
SKU000411,Calphalon Premier Space Saving Set,Kitchen,10-piece nonstick cookware set,289.11,5,5448
SKU000412,Yeti Rambler 30 oz Tumbler,Kitchen,Vacuum insulated stainless steel tumbler,38.14,4.5,4102
SKU000413,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,16.34,4.4,58985
SKU000414,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,202.93,4,3616
SKU000415,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,205.26,4.4,1838
SKU000416,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,690.79,4.3,38015
SKU000417,AmazonBasics Foldable Dog Crate,Pet,42-inch portable kennel with divider panel,50.8,5,2384
SKU000418,Fire TV Stick 4K,Electronics,4K Ultra HD streaming device with Alexa Voice Remote (includes TV controls),48.28,4.9,119842
SKU000419,AmazonBasics Security Safe,Home,0.5 cubic foot electronic safe with keys,51.71,4.2,7184
SKU000420,Anker PowerCore 10000,Electronics,Portable charger with PowerIQ technology,27.3,5,128785
SKU000421,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,31.74,5,8055
SKU000422,Blue Yeti USB Microphone,Electronics,Professional condenser mic with multiple patterns,137.52,4.6,8941
SKU000423,"Samsung 55\"" QLED TV",Electronics,4K Smart TV with Quantum HDR and Alexa Built-in,640.92,4,20665
SKU000424,UGG Women's Classic Short Boot,Clothing,Geniune sheepskin boots with suede heel guard,149.78,5,6927
SKU000425,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,45.57,4.3,66065
SKU000426,The Lean Startup by Eric Ries,Books,New York Times bestseller about entrepreneurship,15.14,4.1,8736
SKU000427,Yeti Rambler 18 oz Bottle,Kitchen,Vacuum insulated stainless steel water bottle,29.64,5,2521
SKU000428,Allbirds Women's Wool Runners,Clothing,Sustainable merino wool sneakers,102.37,5,2738
SKU000429,Shark Navigator Lift-Away Vacuum,Home,Bagless upright vacuum with HEPA filter,194.03,5,3631
SKU000430,Logitech MX Master 3,Electronics,Wireless mouse with ultra-fast scrolling,92.33,5,3011
SKU000431,AmazonBasics Security Safe,Home,0.5 cubic foot electronic safe with keys,46.42,4.6,6782
SKU000432,23andMe Health + Ancestry Kit,Health,DNA testing kit with personalized health insights,209.41,4.8,35332
SKU000433,OXO Good Grips 12-Inch Tongs,Kitchen,Stainless steel tongs with nylon heads,13.3,4.8,1607
SKU000434,Simple Modern 40oz Tumbler,Kitchen,Vacuum insulated stainless steel water bottle with straw lid,27.6,4.9,7739
SKU000435,LEGO Ideas Tree House,Toys,3036-piece building kit with 3 cabins and foliage elements,229.2,4.9,2964
SKU000436,Adidas Unisex-Child Gamecourt Shoes,Clothing,Casual sneakers with cloudfoam cushioning,41.61,4.6,2494
SKU000437,Apple AirPods Pro,Electronics,Active Noise Cancelling wireless earbuds,227.72,4.4,155401
SKU000438,Echo Dot (4th Gen),Electronics,Smart speaker with Alexa | Glacier White,53.21,4.6,48189
SKU000439,Instant Pot DUO80 8 Qt 7-in-1,Kitchen,"7-in-1 pressure cooker, slow cooker, rice cooker, steamer, saut̩, yogurt maker and warmer",104.07,4.2,34059
SKU000440,Philips Hue White Starter Kit,Electronics,Smart LED bulbs with bridge and dimmer switch,183.24,4.7,2736
SKU000441,AmazonBasics Silicone Baking Mat,Kitchen,Non-stick mat for baking and kneading dough,13.75,4.4,40568
SKU000442,Yeti Hopper M20 Soft Cooler,Outdoors,Portable cooler with 20-can capacity,329.19,4.4,3989
SKU000443,Weber Spirit II E-310 Grill,Outdoors,3-burner liquid propane gas grill,535.19,4.9,4433
SKU000444,Stanley Classic Vacuum Bottle,Kitchen,1.0 QT insulated thermos with leak-proof lid,34.09,5,1935
SKU000445,HP 24mh FHD Monitor,Electronics,23.8-inch IPS display with built-in speakers,180.62,4.9,2764
SKU000446,Nespresso Vertuo Next,Kitchen,Coffee and espresso maker with 5 cup sizes,196.09,4.2,3328
